term_key,preferred_display,lemma_normalized,labels,is_multiword,head_lemma_normalized,variant_place_lemma_normalized,source_count,entry_count,occurrence_count,text_sources,author_groups,result_runs,confidence_avg,status
αιματιτης λιθος,αἱματίτης λίθος,αιματιτης λιθος,SUBSTANCE:5,true,λιθος,,4,5,5,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius,diosc_full_v3;entries_full_v3,0.904,draft
αιματος θρομβους,αἵματος θρόμβους,αιματος θρομβους,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
αιματωδης,αἱματώδης,αιματωδης,SUBSTANCE:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.400,draft
αιξ,αἴξ,αιξ,SUBSTANCE:6,false,,,4,6,6,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.783,draft
αιπα,αἶπα,αιπα,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.900,draft
αιρα,αἴρα,αιρα,SUBSTANCE:7,false,,,6,7,7,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.801,draft
αιρεινος αλευρον,αἴρεινος ἄλευρον,αιρεινος αλευρον,SUBSTANCE:1,true,αλευρον,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.600,draft
αιρινον αλευρον,αἴρινον ἄλευρον,αιρινον αλευρον,SUBSTANCE:6,true,αλευρον,,2,6,6,DIOSC_DMM;GAL_SMT,Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.738,draft
ακαιρος,ἄκαιρος,ακαιρος,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.660,draft
ακακαλλις,ἀκακαλλίς,ακακαλλις,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
ακακια,ἀκακία,ακακια,SUBSTANCE:13,false,,αιγυπτος,5,13,13,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.891,draft
ακαληφη,ἀκαλήφη,ακαληφη,SUBSTANCE:7,false,,,5,7,7,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.844,draft
ακαληφη θαλασσια,ἀκαλήφη θαλάσσια,ακαληφη θαλασσια,SUBSTANCE:1,true,ακαληφη,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.780,draft
ακαληφη θαλαττια,ἀκαλήφη θαλάττια,ακαληφη θαλαττια,SUBSTANCE:1,true,ακαληφη,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.800,draft
ακαληφης καρπος,Ἀκαλήφης καρπός,ακαληφης καρπος,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.850,draft
ακαληφης φυλλα,Ἀκαλήφης φύλλα,ακαληφης φυλλα,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.850,draft
ακαλλις,ἀκαλλίς,ακαλλις,SUBSTANCE:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.850,draft
ακαλυφη,ἀκαλύφη,ακαλυφη,SUBSTANCE:1,false,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.920,draft
ακανθα,ἄκανθα,ακανθα,SUBSTANCE:19,false,,,5,19,19,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.774,draft
ακανθα αιγυπτια,ἄκανθα αἰγυπτία,ακανθα αιγυπτια,SUBSTANCE:3,true,ακανθα,αιγυπτος,3,3,3,AET_LM;ORIB_CM;PAUL_AEG,Aetius;Oribasius;Paul,entries_full_v3;paul_full_v3,0.883,draft
ακανθα αραβικη,ἄκανθα Ἀραβική,ακανθα αραβικη,SUBSTANCE:2,true,ακανθα,αραβια,2,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.815,draft
ακανθα λευκη,ἄκανθα λευκή,ακανθα λευκη,SUBSTANCE:6,true,ακανθα,,4,6,6,AET_LM;DIOSC_DMM;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.865,draft
ακανθαι,ἄκανθαι,ακανθαι,SUBSTANCE_PART:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
ακανθαις,ἀκάνθαις,ακανθαις,SUBSTANCE_PART:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.740,draft
ακανθαν,ἄκανθαν,ακανθαν,SUBSTANCE_PART:2,false,,,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.785,draft
ακανθας,ἀκάνθας,ακανθας,SUBSTANCE_PART:3,false,,ιδη,1,3,3,DIOSC_DMM,Dioscorides,diosc_full_v3,0.710,draft
ακανθη,ἀκάνθη,ακανθη,SUBSTANCE:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.620,draft
ακανθης,ἀκάνθης,ακανθης,SUBSTANCE_PART:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.680,draft
ακανθια,ἀκάνθια,ακανθια,SUBSTANCE_PART:2,false,,,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.760,draft
ακανθινον ξυλον,ἀκάνθινον ξύλον,ακανθινον ξυλον,SUBSTANCE:1,true,ξυλον,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.600,draft
ακανθιον,ἀκάνθιον,ακανθιον,SUBSTANCE:4,false,,,4,4,4,DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.893,draft
ακανθιου η ριζα,Ἀκανθίου ἡ ῥίζα,ακανθιου η ριζα,SUBSTANCE_PART:1,true,,,1,1,1,ORIB_CM,Oribasius,entries_full_v3,0.900,draft
ακανθιου φυλλα,Ἀκανθίου φύλλα,ακανθιου φυλλα,SUBSTANCE_PART:1,true,,,1,1,1,ORIB_CM,Oribasius,entries_full_v3,0.900,draft
ακανθος,ἄκανθος,ακανθος,SUBSTANCE:7,false,,,5,7,7,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.916,draft
ακανθος αιγυπτια,ἄκανθος Αἰγυπτία,ακανθος αιγυπτια,SUBSTANCE:1,true,ακανθος,αιγυπτος,1,1,1,GAL_SMT,Galen,entries_full_v3,0.950,draft
ακανθος λευκη,ἄκανθος λευκή,ακανθος λευκη,SUBSTANCE:2,true,ακανθος,,1,2,2,GAL_SMT,Galen,entries_full_v3,0.850,draft
ακαυστος,ἄκαυστος,ακαυστος,SUBSTANCE:1,false,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.550,draft
ακεραιος θαλασσα,ἀκέραιος θάλασσα,ακεραιος θαλασσα,SUBSTANCE:1,true,θαλασσα,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.700,draft
ακεραιος μολυβδος,ἀκέραιος μόλυβδος,ακεραιος μολυβδος,SUBSTANCE:1,true,μολυβδος,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
ακιδωτον,ἀκιδωτόν,ακιδωτον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
ακινος,ἄκινος,ακινος,SUBSTANCE:2,false,,,2,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.925,draft
ακις,ἀκίς,ακις,SUBSTANCE:2,false,,,2,2,2,GAL_SMT;PAUL_AEG,Galen;Paul,entries_full_v3;paul_full_v3,0.620,draft
ακνηστον,ἄκνηστον,ακνηστον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.650,draft
ακονη,ἀκόνη,ακονη,SUBSTANCE:4,false,,ναξος,4,4,4,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius,diosc_full_v3;entries_full_v3,0.810,draft
ακονη ναξια,ἀκόνη Ναξία,ακονη ναξια,SUBSTANCE:1,true,ακονη,ναξος,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
ακονιτον,ἀκόνιτον,ακονιτον,SUBSTANCE:19,false,,,5,19,19,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.902,draft
ακονιτον ετερον,ἀκόνιτον ἕτερον,ακονιτον ετερον,SUBSTANCE:1,true,ακονιτον,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.780,draft
ακονος,ἄκονος,ακονος,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.900,draft
ακοπον,ἄκοπον,ακοπον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
ακορον,ἄκορον,ακορον,SUBSTANCE:8,false,,,5,8,8,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.925,draft
ακορος,ἄκορος,ακορος,SUBSTANCE:6,false,,,5,6,6,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.880,draft
ακορου ριζα,ἀκόρου ῥίζα,ακορου ριζα,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.880,draft
ακρατος,ἄκρατος,ακρατος,SUBSTANCE:3,false,,,2,3,3,AET_LM;DIOSC_DMM,Aetius;Dioscorides,diosc_full_v3;entries_full_v3,0.767,draft
ακρατος θερμος,ἄκρατος θερμός,ακρατος θερμος,SUBSTANCE:1,true,ακρατος,,1,1,1,AET_LM,Aetius,entries_full_v3,0.700,draft
ακρεμονας,ἀκρέμονας,ακρεμονας,SUBSTANCE_PART:3,false,,,2,2,3,DIOSC_DMM;GAL_ALIM,Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.747,draft
ακρεμονες,ἀκρέμονες,ακρεμονες,SUBSTANCE_PART:8,false,,,5,8,8,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.831,draft
ακρεμονων,ἀκρεμόνων,ακρεμονων,SUBSTANCE_PART:3,false,,,3,3,3,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.843,draft
ακρεμοσι,ἀκρεμόσι,ακρεμοσι,SUBSTANCE_PART:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
ακρεμοσιν,ἀκρέμοσιν,ακρεμοσιν,SUBSTANCE_PART:2,false,,,2,2,2,GAL_SMT;ORIB_CM,Galen;Oribasius,entries_full_v3,0.650,draft
ακρις,ἀκρίς,ακρις,SUBSTANCE:2,false,,,2,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.910,draft
ακρις τρωξαλλις,ἀκρίς τρωξαλλίς,ακρις τρωξαλλις,SUBSTANCE:1,true,ακρις,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
ακροσπελλος,ἀκρόσπελλος,ακροσπελλος,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.620,draft
ακτη,ἀκτή,ακτη,SUBSTANCE:8,false,,,5,8,8,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.866,draft
ακτη βοτανωδεστερα,ἄκτη βοτανωδεστέρα,ακτη βοτανωδεστερα,SUBSTANCE:1,true,ακτη,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.750,draft
ακτη δενδρωδης,ἄκτη δενδρώδης,ακτη δενδρωδης,SUBSTANCE:2,true,ακτη,,2,2,2,GAL_SMT;ORIB_CM,Galen;Oribasius,entries_full_v3,0.850,draft
ακτη μεγαλη,ἄκτη μεγάλη,ακτη μεγαλη,SUBSTANCE:2,true,ακτη,,2,2,2,GAL_SMT;PAUL_AEG,Galen;Paul,entries_full_v3;paul_full_v3,0.800,draft
ακτιον,ἄκτιον,ακτιον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.900,draft
αλαβανδικος λιθος,ἀλαβανδικὸς λίθος,αλαβανδικος λιθος,SUBSTANCE:1,true,λιθος,,1,1,1,AET_LM,Aetius,entries_full_v3,0.920,draft
αλαβαστριτης,ἀλαβαστρίτης,αλαβαστριτης,SUBSTANCE:2,false,,,2,2,2,GAL_SMT;PAUL_AEG,Galen;Paul,entries_full_v3;paul_full_v3,0.850,draft
αλαβαστριτης λιθος,ἀλαβαστρίτης λίθος,αλαβαστριτης λιθος,SUBSTANCE:1,true,λιθος,,1,1,1,ORIB_CM,Oribasius,entries_full_v3,0.860,draft
αλανη,Ἀλανὴ,αλανη,SUBSTANCE:1,false,,αλανια,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.800,draft
αλας,ἅλας,αλας,SUBSTANCE:3,false,,,2,3,3,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.850,draft
αλας λεπτος,ἅλας λεπτός,αλας λεπτος,SUBSTANCE:1,true,αλας,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
αλβανος,Ἀλβανός,αλβανος,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
αλεκτοριδος λευκης,ἀλεκτορίδος λευκῆς,αλεκτοριδος λευκης,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.720,draft
αλεκτορις,ἀλεκτορίς,αλεκτορις,SUBSTANCE:9,false,,,5,9,9,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.734,draft
αλεκτρυονων στεαρ,ἀλεκτρυόνων στέαρ,αλεκτρυονων στεαρ,SUBSTANCE:1,true,στεαρ,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.620,draft
αλεκτρυων,ἀλεκτρυών,αλεκτρυων,SUBSTANCE:5,false,,,4,5,5,AET_LM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Galen;Oribasius;Paul,entries_full_v3;paul_full_v3,0.742,draft
αλεκτρυων ορχις,ἀλεκτρυών ὄρχις,αλεκτρυων ορχις,SUBSTANCE:1,true,ορχις,,1,1,1,AET_LM,Aetius,entries_full_v3,0.700,draft
αλεξανδρεια,Ἀλεξάνδρεια,αλεξανδρεια,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.650,draft
αλεξανδρεια δαφνη,Ἀλεξανδρεία δάφνη,αλεξανδρεια δαφνη,SUBSTANCE:1,true,δαφνη,αλεξανδρεια,1,1,1,GAL_SMT,Galen,entries_full_v3,0.750,draft
αλες,ἅλες,αλες,SUBSTANCE:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.850,draft
αλες διπλοι,ἅλες διπλοί,αλες διπλοι,SUBSTANCE:1,true,αλς,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
αλευρον,ἄλευρον,αλευρον,SUBSTANCE:62,false,,,6,62,62,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.830,draft
αλευρον αιρινον,ἄλευρον αἰρῖνον,αλευρον αιρινον,SUBSTANCE:3,true,αλευρον,,1,3,3,DIOSC_DMM,Dioscorides,diosc_full_v3,0.657,draft
αλευρον ερεγμινον,ἄλευρον ἐρεγμῖνον,αλευρον ερεγμινον,SUBSTANCE:2,true,αλευρον,,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.650,draft
αλευρον ζειας,ἄλευρον ζείας,αλευρον ζειας,SUBSTANCE:2,true,αλευρον,,2,2,2,AET_LM;GAL_SMT,Aetius;Galen,entries_full_v3,0.675,draft
αλευρον ζειων,ἄλευρον ζειῶν,αλευρον ζειων,SUBSTANCE:1,true,αλευρον,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.750,draft
αλευρον κεγχρινον,ἄλευρον κεγχρῖνον,αλευρον κεγχρινον,SUBSTANCE:1,true,αλευρον,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.780,draft
αλευρον κριθινον,ἄλευρον κριθῖνον,αλευρον κριθινον,SUBSTANCE:7,true,αλευρον,,4,7,7,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.794,draft
αλευρον κυαμινον,ἄλευρον κυάμινον,αλευρον κυαμινον,SUBSTANCE:2,true,αλευρον,,2,2,2,AET_LM;DIOSC_DMM,Aetius;Dioscorides,diosc_full_v3;entries_full_v3,0.760,draft
αλευρον κυαμου,ἄλευρον κυάμου,αλευρον κυαμου,SUBSTANCE:1,true,αλευρον,,1,1,1,AET_LM,Aetius,entries_full_v3,0.700,draft
αλευρον ξηραντικον,ἄλευρον ξηραντικόν,αλευρον ξηραντικον,SUBSTANCE:1,true,αλευρον,,1,1,1,AET_LM,Aetius,entries_full_v3,0.620,draft
αλευρον πυρινον,ἄλευρον πυρῖνον,αλευρον πυρινον,SUBSTANCE:3,true,αλευρον,,3,3,3,DIOSC_DMM;GAL_SMT;ORIB_CM,Dioscorides;Galen;Oribasius,diosc_full_v3;entries_full_v3,0.833,draft
αλθαια,ἀλθαία,αλθαια,SUBSTANCE:8,false,,,5,8,8,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.889,draft
αλικακαβον,ἁλικάκαβον,αλικακαβον,SUBSTANCE:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.900,draft
αλικακαβος,ἁλικακάβος,αλικακαβος,SUBSTANCE:1,false,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.550,draft
αλικακκαβον,ἁλικάκκαβον,αλικακκαβον,SUBSTANCE:7,false,,,5,7,7,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.896,draft
αλικακκαβον πυρρον,ἁλικάκκαβον πυρρόν,αλικακκαβον πυρρον,SUBSTANCE:1,true,αλικακκαβον,,1,1,1,ORIB_CM,Oribasius,entries_full_v3,0.760,draft
αλιμον,ἅλιμον,αλιμον,SUBSTANCE:5,false,,,5,5,5,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.906,draft
αλιμον αλυκον,ἄλιμον ἁλυκόν,αλιμον αλυκον,SUBSTANCE:1,true,αλιμον,,1,1,1,ORIB_CM,Oribasius,entries_full_v3,0.750,draft
αλιξ,ἄλιξ,αλιξ,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
αλισμα,ἄλισμα,αλισμα,SUBSTANCE:3,false,,,3,3,3,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.870,draft
αλκαιας,ἀλκαίας,αλκαιας,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
αλκεα,Ἀλκέα,αλκεα,SUBSTANCE:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.900,draft
αλκη,ἅλκη,αλκη,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.650,draft
αλκι,ἄλκι,αλκι,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.450,draft
αλκιβιαδειον,Ἀλκιβιάδειον,αλκιβιαδειον,SUBSTANCE:4,false,,,3,4,4,DIOSC_DMM;ORIB_CM;PAUL_AEG,Dioscorides;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.807,draft
αλκιβιαδειος,Ἀλκιβιάδειος,αλκιβιαδειος,SUBSTANCE:3,false,,,3,3,3,GAL_SMT;ORIB_CM;PAUL_AEG,Galen;Oribasius;Paul,entries_full_v3;paul_full_v3,0.750,draft
αλκιβιαδιον,ἀλκιβιάδιον,αλκιβιαδιον,SUBSTANCE:1,false,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.780,draft
αλκυονιον,ἀλκυόνιον,αλκυονιον,SUBSTANCE:13,false,,,5,13,13,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.825,draft
αλμαια,ἁλμαία,αλμαια,SUBSTANCE:2,false,,,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
αλμας,ἁλμάς,αλμας,SUBSTANCE:2,false,,,2,2,2,AET_LM;GAL_ALIM,Aetius;Galen,entries_full_v3,0.650,draft
αλμη,ἅλμη,αλμη,SUBSTANCE:23,false,,,5,23,23,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.849,draft
αλμη αμιγης,ἅλμη ἀμιγής,αλμη αμιγης,SUBSTANCE:1,true,αλμη,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.850,draft
αλμη κολυμβαδων ελαιων,ἅλμη κολυμβάδων ἐλαίων,αλμη κολυμβαδων ελαιων,SUBSTANCE:1,true,αλμη,,1,1,1,AET_LM,Aetius,entries_full_v3,0.750,draft
αλμη μαινιδων,ἅλμη μαινίδων,αλμη μαινιδων,SUBSTANCE:1,true,αλμη,,1,1,1,AET_LM,Aetius,entries_full_v3,0.720,draft
αλμη μαινις,ἅλμη μαῖνις,αλμη μαινις,SUBSTANCE:1,true,αλμη,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.800,draft
αλμη ταριχηρος ιχθυς,ἅλμη ταριχηρὸς ἰχθύς,αλμη ταριχηρος ιχθυς,SUBSTANCE:1,true,αλμη,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.820,draft
αλμη ταριχηρος σιλουρος,ἅλμη ταριχηρὸς σίλουρος,αλμη ταριχηρος σιλουρος,SUBSTANCE:1,true,αλμη,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.780,draft
αλμη ταριχηρων ιχθυων,ἅλμη ταριχηρῶν ἰχθύων,αλμη ταριχηρων ιχθυων,SUBSTANCE:1,true,αλμη,,1,1,1,AET_LM,Aetius,entries_full_v3,0.850,draft
αλμη ταριχηρων σιλουρων,ἅλμη ταριχηρῶν σιλούρων,αλμη ταριχηρων σιλουρων,SUBSTANCE:1,true,αλμη,,1,1,1,AET_LM,Aetius,entries_full_v3,0.620,draft
αλμη των κολυμβαδων ελαων,ἅλμη τῶν κολυμβάδων ἐλαῶν,αλμη των κολυμβαδων ελαων,SUBSTANCE:1,true,αλμη,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.750,draft
αλμη των ταριχηρων ιχθυων,ἅλμη τῶν ταριχηρῶν ἰχθύων,αλμη των ταριχηρων ιχθυων,SUBSTANCE:1,true,αλμη,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.750,draft
αλμυρις,ἁλμυρίς,αλμυρις,SUBSTANCE:4,false,,,3,4,4,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.758,draft
αλμυρωδης χυμος,ἁλμυρώδης χυμός,αλμυρωδης χυμος,SUBSTANCE:1,true,χυμος,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.750,draft
αλξ,ἄλξ,αλξ,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.700,draft
αλοη,ἀλόη,αλοη,SUBSTANCE:11,false,,,5,11,11,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.910,draft
αλοη ινδικη,ἀλόη Ἰνδική,αλοη ινδικη,SUBSTANCE:1,true,αλοη,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.800,draft
