term_key,form_display,form_normalized,count,entry_count,text_sources,author_groups
ακτη βοτανωδεστερα,ἄκτη βοτανωδεστέρα,ακτη βοτανωδεστερα,1,1,GAL_SMT,Galen
ακτη δενδρωδης,ἀκτή δενδρώδης,ακτη δενδρωδης,1,1,ORIB_CM,Oribasius
ακτη δενδρωδης,ἄκτη δενδρώδης,ακτη δενδρωδης,1,1,GAL_SMT,Galen
ακτη μεγαλη,ἀκτή μεγάλη,ακτη μεγαλη,1,1,PAUL_AEG,Paul
ακτη μεγαλη,ἄκτη μεγάλη,ακτη μεγαλη,1,1,GAL_SMT,Galen
ακτιον,ἄκτιον,ακτιον,1,1,DIOSC_DMM,Dioscorides
αλαβανδικος λιθος,ἀλαβανδικὸς λίθος,αλαβανδικος λιθος,1,1,AET_LM,Aetius
αλαβαστριτης,αλαβαστριτης,αλαβαστριτης,1,1,PAUL_AEG,Paul
αλαβαστριτης,ἀλαβαστρίτης,αλαβαστριτης,1,1,GAL_SMT,Galen
αλαβαστριτης λιθος,ἀλαβαστρίτης λίθος,αλαβαστριτης λιθος,1,1,ORIB_CM,Oribasius
αλανη,Ἀλανὴ,αλανη,1,1,PAUL_AEG,Paul
αλας,ἅλας,αλας,3,3,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul
αλας λεπτος,ἅλας λεπτός,αλας λεπτος,1,1,DIOSC_DMM,Dioscorides
αλβανος,Ἀλβανός,αλβανος,1,1,DIOSC_DMM,Dioscorides
αλεκτοριδος λευκης,ἀλεκτορίδος λευκῆς,αλεκτοριδος λευκης,1,1,DIOSC_DMM,Dioscorides
αλεκτορις,ἀλεκτορίς,αλεκτορις,9,9,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
αλεκτρυονων στεαρ,ἀλεκτρυόνων στέαρ,αλεκτρυονων στεαρ,1,1,GAL_SMT,Galen
αλεκτρυων,ἀλεκτρυών,αλεκτρυων,5,5,AET_LM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Galen;Oribasius;Paul
αλεκτρυων ορχις,ἀλεκτρυών ὄρχις,αλεκτρυων ορχις,1,1,AET_LM,Aetius
αλεξανδρεια,Ἀλεξάνδρεια,αλεξανδρεια,1,1,DIOSC_DMM,Dioscorides
αλεξανδρεια δαφνη,Ἀλεξανδρεία δάφνη,αλεξανδρεια δαφνη,1,1,GAL_SMT,Galen
αλες,ἅλες,αλες,1,1,PAUL_AEG,Paul
αλες διπλοι,ἅλες διπλοί,αλες διπλοι,1,1,DIOSC_DMM,Dioscorides
αλευρον,ἀλεύρον,αλευρον,1,1,DIOSC_DMM,Dioscorides
αλευρον,ἄλευρον,αλευρον,61,61,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
αλευρον αιρινον,ἄλευρον αἰρῖνον,αλευρον αιρινον,2,2,DIOSC_DMM,Dioscorides
αλευρον αιρινον,ἄλευρον αἴρινον,αλευρον αιρινον,1,1,DIOSC_DMM,Dioscorides
αλευρον ερεγμινον,ἄλευρον ἐρεγμῖνον,αλευρον ερεγμινον,2,2,DIOSC_DMM,Dioscorides
αλευρον ζειας,ἄλευρον ζείας,αλευρον ζειας,1,1,AET_LM,Aetius
αλευρον ζειας,ἄλευρον ζειᾶς,αλευρον ζειας,1,1,GAL_SMT,Galen
αλευρον ζειων,ἄλευρον ζειῶν,αλευρον ζειων,1,1,PAUL_AEG,Paul
αλευρον κεγχρινον,ἄλευρον κεγχρῖνον,αλευρον κεγχρινον,1,1,DIOSC_DMM,Dioscorides
αλευρον κριθινον,ἀλεύρον κριθῖνον,αλευρον κριθινον,1,1,DIOSC_DMM,Dioscorides
αλευρον κριθινον,ἄλευρον κριθῖνον,αλευρον κριθινον,4,4,DIOSC_DMM;GAL_SMT;PAUL_AEG,Dioscorides;Galen;Paul
αλευρον κριθινον,ἄλευρον κρίθινον,αλευρον κριθινον,1,1,AET_LM,Aetius
αλευρον κριθινον,ἄλευρον κρῖθινον,αλευρον κριθινον,1,1,GAL_SMT,Galen
αλευρον κυαμινον,ἄλευρον κυάμινον,αλευρον κυαμινον,2,2,AET_LM;DIOSC_DMM,Aetius;Dioscorides
αλευρον κυαμου,ἄλευρον κυάμου,αλευρον κυαμου,1,1,AET_LM,Aetius
αλευρον ξηραντικον,ἄλευρον ξηραντικόν,αλευρον ξηραντικον,1,1,AET_LM,Aetius
αλευρον πυρινον,ἄλευρον πυρῖνον,αλευρον πυρινον,3,3,DIOSC_DMM;GAL_SMT;ORIB_CM,Dioscorides;Galen;Oribasius
αλθαια,ἀλθαία,αλθαια,8,8,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
αλικακαβον,ἁλικάκαβον,αλικακαβον,1,1,PAUL_AEG,Paul
αλικακαβος,ἁλικακάβος,αλικακαβος,1,1,AET_LM,Aetius
αλικακκαβον,ἁλικάκκαβον,αλικακκαβον,7,7,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
αλικακκαβον πυρρον,ἁλικάκκαβον πυρρόν,αλικακκαβον πυρρον,1,1,ORIB_CM,Oribasius
αλιμον,ἄλιμον,αλιμον,2,2,GAL_SMT;ORIB_CM,Galen;Oribasius
αλιμον,ἅλιμον,αλιμον,3,3,AET_LM;DIOSC_DMM;PAUL_AEG,Aetius;Dioscorides;Paul
αλιμον αλυκον,ἄλιμον ἁλυκόν,αλιμον αλυκον,1,1,ORIB_CM,Oribasius
αλιξ,ἄλιξ,αλιξ,1,1,DIOSC_DMM,Dioscorides
αλισμα,ἄλισμα,αλισμα,3,3,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen
αλκαιας,ἀλκαίας,αλκαιας,1,1,DIOSC_DMM,Dioscorides
αλκεα,Ἀλκέα,αλκεα,1,1,PAUL_AEG,Paul
αλκη,ἅλκη,αλκη,1,1,DIOSC_DMM,Dioscorides
αλκι,ἄλκι,αλκι,1,1,DIOSC_DMM,Dioscorides
αλκιβιαδειον,Ἀλκιβιάδειον,αλκιβιαδειον,4,4,DIOSC_DMM;ORIB_CM;PAUL_AEG,Dioscorides;Oribasius;Paul
αλκιβιαδειος,Ἀλκιβιάδειος,αλκιβιαδειος,2,2,GAL_SMT;ORIB_CM,Galen;Oribasius
αλκιβιαδειος,Ἀλκιβιάδειος,αλκιβιαδειος,1,1,PAUL_AEG,Paul
αλκιβιαδιον,ἀλκιβιάδιον,αλκιβιαδιον,1,1,AET_LM,Aetius
αλκυονιον,ἀλκυόνιον,αλκυονιον,10,10,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
αλκυονιον,ἁλκυόνιον,αλκυονιον,2,2,DIOSC_DMM,Dioscorides
αλκυονιον,Ἀλκυόνιον,αλκυονιον,1,1,PAUL_AEG,Paul
αλμαια,ἁλμαία,αλμαια,2,2,DIOSC_DMM,Dioscorides
αλμας,ἁλμάς,αλμας,2,2,AET_LM;GAL_ALIM,Aetius;Galen
αλμη,ἅλμη,αλμη,23,23,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul
αλμη αμιγης,ἅλμη ἀμιγής,αλμη αμιγης,1,1,PAUL_AEG,Paul
αλμη κολυμβαδων ελαιων,ἅλμη κολυμβάδων ἐλαίων,αλμη κολυμβαδων ελαιων,1,1,AET_LM,Aetius
αλμη μαινιδων,ἅλμη μαινίδων,αλμη μαινιδων,1,1,AET_LM,Aetius
αλμη μαινις,ἅλμη μαῖνις,αλμη μαινις,1,1,GAL_SMT,Galen
αλμη ταριχηρος ιχθυς,ἅλμη ταριχηρὸς ἰχθύς,αλμη ταριχηρος ιχθυς,1,1,GAL_SMT,Galen
αλμη ταριχηρος σιλουρος,ἅλμη ταριχηρὸς σίλουρος,αλμη ταριχηρος σιλουρος,1,1,GAL_SMT,Galen
αλμη ταριχηρων ιχθυων,ἅλμη ταριχηρῶν ἰχθύων,αλμη ταριχηρων ιχθυων,1,1,AET_LM,Aetius
αλμη ταριχηρων σιλουρων,ἅλμη ταριχηρῶν σιλούρων,αλμη ταριχηρων σιλουρων,1,1,AET_LM,Aetius
αλμη των κολυμβαδων ελαων,ἅλμη τῶν κολυμβάδων ἐλαῶν,αλμη των κολυμβαδων ελαων,1,1,PAUL_AEG,Paul
αλμη των ταριχηρων ιχθυων,ἅλμη τῶν ταριχηρῶν ἰχθύων,αλμη των ταριχηρων ιχθυων,1,1,PAUL_AEG,Paul
αλμυρις,ἁλμυρίς,αλμυρις,4,4,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen
αλμυρωδης χυμος,ἁλμυρώδης χυμός,αλμυρωδης χυμος,1,1,GAL_SMT,Galen
αλξ,ἄλξ,αλξ,1,1,DIOSC_DMM,Dioscorides
αλοη,ἀλόη,αλοη,10,10,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius
αλοη,ἀλόη,αλοη,1,1,PAUL_AEG,Paul
αλοη ινδικη,ἀλόη Ἰνδική,αλοη ινδικη,1,1,GAL_SMT,Galen
αλοη κατα ινδιαν,ἀλόη κατὰ Ἰνδίαν,αλοη κατα ινδιαν,1,1,GAL_SMT,Galen
αλοη κατα συριαν την μεγαλην,ἀλόη κατὰ Συρίαν τὴν μεγάλην,αλοη κατα συριαν την μεγαλην,1,1,GAL_SMT,Galen
αλος ανθος,ἁλὸς ἄνθος,αλος ανθος,3,3,AET_LM;GAL_SMT;PAUL_AEG,Aetius;Galen;Paul
αλος ανθους,ἁλὸς ἄνθους,αλος ανθους,1,1,DIOSC_DMM,Dioscorides
αλος αχνη,ἁλὸς ἄχνη,αλος αχνη,2,2,AET_LM;PAUL_AEG,Aetius;Paul
αλοσανθον,ἁλόσανθον,αλοσανθον,1,1,GAL_SMT,Galen
αλς,ἅλς,αλς,131,131,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
αλς ακαυστος,ἅλς ἄκαυστος,αλς ακαυστος,1,1,GAL_SMT,Galen
αλς αμμωνιακος,ἅλς ἀμμωνιακός,αλς αμμωνιακος,1,1,AET_LM,Aetius
αλς ανθος,ἅλς ἄνθος,αλς ανθος,1,1,GAL_SMT,Galen
αλς αφρωδης,ἅλς ἀφρώδης,αλς αφρωδης,1,1,DIOSC_DMM,Dioscorides
αλς αχνη,ἅλς ἄχνη,αλς αχνη,4,4,DIOSC_DMM;GAL_SMT,Dioscorides;Galen
αλς εκ γης,ἅλς ἐκ γῆς,αλς εκ γης,1,1,GAL_SMT,Galen
αλς εκ θαλασσης,ἅλς ἐκ θαλάσσης,αλς εκ θαλασσης,1,1,ORIB_CM,Oribasius
αλς θαλασσιος,ἅλς θαλάσσιος,αλς θαλασσιος,2,2,DIOSC_DMM,Dioscorides
αλς θαλαττιος,ἅλς θαλάττιος,αλς θαλαττιος,1,1,GAL_SMT,Galen
αλς καθαρτικος,ἅλς καθαρτικός,αλς καθαρτικος,1,1,DIOSC_DMM,Dioscorides
αλς κακαυμενος,ἅλς κακαυμένος,αλς κακαυμενος,1,1,AET_LM,Aetius
αλς κεκαυμενος,ἅλς κεκαυμένος,αλς κεκαυμενος,1,1,GAL_SMT,Galen
αλς κεκαυμενος,ἅλς κεκαυμένος,αλς κεκαυμενος,1,1,AET_LM,Aetius
αλς οπτος,ἅλς ὀπτός,αλς οπτος,1,1,DIOSC_DMM,Dioscorides
αλς ορυκτος,ἅλς ὀρυκτός,αλς ορυκτος,5,5,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius
αλς ορυκτος,ἅλς ὀρυκτός,αλς ορυκτος,1,1,PAUL_AEG,Paul
αλς σκευαστος,ἅλς σκευαστός,αλς σκευαστος,1,1,GAL_ALIM,Galen
αλς φρυκτος λειος,ἅλς φρυκτός λεῖος,αλς φρυκτος λειος,1,1,DIOSC_DMM,Dioscorides
αλσινη,ἀλσίνη,αλσινη,3,3,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen
αλσινη,ἀλσίνη,αλσινη,1,1,PAUL_AEG,Paul
αλσινη,Ἀλσίνη,αλσινη,2,2,ORIB_CM;PAUL_AEG,Oribasius;Paul
αλυκος χυμος,ἁλυκὸς χυμός,αλυκος χυμος,2,2,AET_LM,Aetius
αλυπον,ἄλυπον,αλυπον,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul
αλυπος,ἄλυπος,αλυπος,1,1,GAL_SMT,Galen
αλυσσον,ἄλυσσον,αλυσσον,5,5,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
αλφιτον,ἀλφίτον,αλφιτον,2,2,DIOSC_DMM,Dioscorides
αλφιτον,ἄλφιτον,αλφιτον,71,71,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
αλφιτου παλη,ἀλφίτου πάλῃ,αλφιτου παλη,1,1,DIOSC_DMM,Dioscorides
αλωπεκος πνευμων,ἀλώπεκος πνεύμων,αλωπεκος πνευμων,1,1,DIOSC_DMM,Dioscorides
αλωπεκος πνευμων,ἀλώπεκος πνεύμων,αλωπεκος πνευμων,1,1,AET_LM,Aetius
αλωπεκων στεαρ,ἀλωπέκων στέαρ,αλωπεκων στεαρ,1,1,GAL_SMT,Galen
αλωπηξ,ἀλώπηξ,αλωπηξ,6,6,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul
αμανιτης,ἀμανίτης,αμανιτης,1,1,GAL_ALIM,Galen
αμαρακινον μυρον,ἀμαρακίνον μύρον,αμαρακινον μυρον,1,1,DIOSC_DMM,Dioscorides
αμαρακινον μυρον,ἀμαρακῖνον μύρον,αμαρακινον μυρον,1,1,GAL_SMT,Galen
αμαρακινου δε ανθους,ἀμαρακίνου δὲ ἄνθους,αμαρακινου δε ανθους,1,1,DIOSC_DMM,Dioscorides
αμαρακον,ἀμάρακον,αμαρακον,6,6,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul
αμαρακον,ἄμαρακον,αμαρακον,1,1,ORIB_CM,Oribasius
αμαρακος,ἀμάρακος,αμαρακος,3,3,AET_LM;DIOSC_DMM,Aetius;Dioscorides
αμαρακου σπερματος,ἀμαράκου σπέρματος,αμαρακου σπερματος,1,1,AET_LM,Aetius
αμαραντον,ἀμάραντον,αμαραντον,5,5,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
αμαραντον,ἀμάραντον,αμαραντον,1,1,PAUL_AEG,Paul
αμβροσια,ἀμβροσία,αμβροσια,6,6,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius
αμβροσια,ἀμβροσία,αμβροσια,2,2,PAUL_AEG,Paul
αμερσινη,ἀμερσίνη,αμερσινη,1,1,DIOSC_DMM,Dioscorides
αμεως,ἄμεως,αμεως,1,1,AET_LM,Aetius
αμεως το σπερμα,Ἄμεως τὸ σπέρμα,αμεως το σπερμα,1,1,AET_LM,Aetius
αμι,ἄμι,αμι,5,5,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
αμια,ἀμία,αμια,1,1,AET_LM,Aetius
αμιαντον,ἀμίαντον,αμιαντον,1,1,PAUL_AEG,Paul
αμικτος γη,ἄμικτος γῆ,αμικτος γη,1,1,ORIB_CM,Oribasius
αμινναια,Ἀμινναία,αμινναια,1,1,DIOSC_DMM,Dioscorides
αμινναιος,Ἀμινναῖος,αμινναιος,1,1,DIOSC_DMM,Dioscorides
αμμι,ἄμμι,αμμι,1,1,DIOSC_DMM,Dioscorides
αμμος,ἄμμος,αμμος,4,4,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul
αμμωνιακον,ἀμμωνιακόν,αμμωνιακον,9,9,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
αμμωνιακον θυμιαμα,ἀμμωνιακὸν θυμίαμα,αμμωνιακον θυμιαμα,1,1,PAUL_AEG,Paul
αμμωνιακον λεπτον,ἀμμωνιακόν λεπτόν,αμμωνιακον λεπτον,1,1,PAUL_AEG,Paul
αμμωνιακος,ἀμμωνιακός,αμμωνιακος,1,1,DIOSC_DMM,Dioscorides
αμμωνιακος αλς,ἀμμωνιακὸς ἅλς,αμμωνιακος αλς,2,2,AET_LM;DIOSC_DMM,Aetius;Dioscorides
αμοργη,ἀμόργη,αμοργη,6,6,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen
αμοργη,Ἀμόργη,αμοργη,1,1,ORIB_CM,Oribasius
αμοργη,Ἀμόργη,αμοργη,1,1,PAUL_AEG,Paul
αμπαρ,ἄμπαρ,αμπαρ,1,1,AET_LM,Aetius
αμπελιτις,ἀμπελίτις,αμπελιτις,1,1,ORIB_CM,Oribasius
αμπελιτις,ἀμπελῖτις,αμπελιτις,1,1,PAUL_AEG,Paul
αμπελιτις γη,ἀμπελίτις γῆ,αμπελιτις γη,1,1,DIOSC_DMM,Dioscorides
αμπελιτις γη,ἀμπελῖτις γῆ,αμπελιτις γη,3,3,AET_LM;GAL_SMT;ORIB_CM,Aetius;Galen;Oribasius
αμπελοκαρπον,ἀμπελόκαρπον,αμπελοκαρπον,1,1,DIOSC_DMM,Dioscorides
αμπελοπρασον,ἀμπελόπρασον,αμπελοπρασον,5,5,AET_LM;DIOSC_DMM;GAL_ALIM;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
αμπελοπρασον,ἀμπελόπρασον,αμπελοπρασον,1,1,GAL_SMT,Galen
αμπελος,ἄμπελος,αμπελος,37,37,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
αμπελος αγρια,ἄμπελος ἀγρία,αμπελος αγρια,6,6,DIOSC_DMM;GAL_SMT;PAUL_AEG,Dioscorides;Galen;Paul
αμπελος αγρια,ἄμπελος ἀγρία,αμπελος αγρια,1,1,ORIB_CM,Oribasius
αμπελος αγρια,ἄμπελος ἄγρια,αμπελος αγρια,1,1,GAL_SMT,Galen
αμπελος ημερος,ἄμπελος ἥμερος,αμπελος ημερος,3,3,DIOSC_DMM;GAL_SMT;PAUL_AEG,Dioscorides;Galen;Paul
αμπελος λευκη,ἄμπελος λευκή,αμπελος λευκη,7,7,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
αμπελος μελαινα,ἄμπελος μέλαινα,αμπελος μελαινα,4,4,DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Dioscorides;Galen;Oribasius;Paul
αμπελος οινοφορος,ἄμπελος οἰνοφόρος,αμπελος οινοφορος,2,2,DIOSC_DMM,Dioscorides
αμπελος χειρωνιος,ἄμπελος χειρώνιος,αμπελος χειρωνιος,1,1,DIOSC_DMM,Dioscorides
αμπελου οινοφορου αι ελικες,ἀμπέλου οἰνοφόρου αἱ ἕλικες,αμπελου οινοφορου αι ελικες,1,1,DIOSC_DMM,Dioscorides
αμπελου οινοφορου τα φυλλα,ἀμπέλου οἰνοφόρου τὰ φύλλα,αμπελου οινοφορου τα φυλλα,1,1,DIOSC_DMM,Dioscorides
αμπελου φυλλοις,ἀμπέλου φύλλοις,αμπελου φυλλοις,1,1,DIOSC_DMM,Dioscorides
αμυγδαλη,ἀμυγδάλη,αμυγδαλη,7,7,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen
αμυγδαλη,ἀμυγδαλή,αμυγδαλη,4,4,DIOSC_DMM,Dioscorides
αμυγδαλη πικρα,ἀμυγδάλη πικρά,αμυγδαλη πικρα,7,7,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen
αμυγδαλης πικρας ριζα,ἀμυγδάλης πικρᾶς ῥίζα,αμυγδαλης πικρας ριζα,1,1,DIOSC_DMM,Dioscorides
αμυγδαλινον,ἀμυγδαλινόν,αμυγδαλινον,1,1,GAL_SMT,Galen
αμυγδαλινον,ἀμυγδαλῖνον,αμυγδαλινον,1,1,DIOSC_DMM,Dioscorides
αμυγδαλινον ελαιον,ἀμυγδάλινον ἔλαιον,αμυγδαλινον ελαιον,1,1,DIOSC_DMM,Dioscorides
αμυγδαλινος,ἀμυγδάλινος,αμυγδαλινος,1,1,ORIB_CM,Oribasius
αμυγδαλιτης,ἀμυγδαλίτης,αμυγδαλιτης,1,1,DIOSC_DMM,Dioscorides
αμυγδαλον,ἀμύγδαλον,αμυγδαλον,12,12,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
αμυγδαλον γλυκυ,ἀμύγδαλον γλυκύ,αμυγδαλον γλυκυ,2,2,GAL_SMT;PAUL_AEG,Galen;Paul
αμυγδαλον πικρον,ἀμύγδαλον πικρόν,αμυγδαλον πικρον,8,8,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
αμυγδαλος,ἀμύγδαλος,αμυγδαλος,2,2,DIOSC_DMM,Dioscorides
αμυλον,ἄμυλον,αμυλον,9,9,AET_LM;DIOSC_DMM;GAL_ALIM;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
αμφιεσμα,ἀμφίεσμα,αμφιεσμα,3,3,AET_LM;GAL_SMT;ORIB_CM,Aetius;Galen;Oribasius
αμωμις,ἀμωμίς,αμωμις,1,1,DIOSC_DMM,Dioscorides
αμωμιτης,ἀμωμίτης,αμωμιτης,1,1,DIOSC_DMM,Dioscorides
αμωμον,ἄμωμον,αμωμον,11,11,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul
αμωμον,Ἄμωμον,αμωμον,1,1,ORIB_CM,Oribasius
αμωμου φυλλον,ἀμώμου φύλλον,αμωμου φυλλον,1,1,AET_LM,Aetius
αναβασιον,ἀναβάσιον,αναβασιον,1,1,DIOSC_DMM,Dioscorides
αναβραστον υδωρ,ἀναβραστὸν ὕδωρ,αναβραστον υδωρ,1,1,DIOSC_DMM,Dioscorides
αναγαλλις,ἀναγαλλίς,αναγαλλις,8,8,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
αναγαλλις κυανεα,ἀναγαλλίς κυανέα,αναγαλλις κυανεα,1,1,DIOSC_DMM,Dioscorides
αναγυρις,ἀνάγυρις,αναγυρις,1,1,ORIB_CM,Oribasius
αναγυρος,ἀνάγυρος,αναγυρος,3,3,DIOSC_DMM;GAL_SMT;PAUL_AEG,Dioscorides;Galen;Paul
